,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
487,151521897,11/18/2015,11/18/2015,730,,N Hollywood,1539,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,5600    WHITNALL                     HY,,"(34.1735, -118.358)"
488,151521898,11/18/2015,11/15/2015,2230,,N Hollywood,1531,330,BURGLARY FROM VEHICLE,0344 1609 1307,46.0,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,12700    OXNARD                       ST,,"(34.1794, -118.4094)"
489,151521901,11/18/2015,09/01/2015,330,,N Hollywood,1514,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0906 0329 1607,59.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,745.0,,,,11900    HART                         ST,,"(34.1976, -118.3921)"
490,151521908,11/18/2015,11/17/2015,1500,,N Hollywood,1585,354,THEFT OF IDENTITY,1822 0922,66.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4200    TUJUNGA                      AV,,"(34.145, -118.379)"
491,151521909,11/18/2015,11/17/2015,2100,,N Hollywood,1531,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,24.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,5900    WHITSETT                     AV,,"(34.174, -118.4095)"
492,151521910,11/18/2015,11/18/2015,130,,N Hollywood,1548,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,36.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,11100    WEDDINGTON                   ST,,"(34.167, -118.3724)"
493,151521914,11/18/2015,11/16/2015,1900,,N Hollywood,1555,310,BURGLARY,0344 1602,47.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,11100    LA MAIDA                     ST,,"(34.1588, -118.3728)"
494,151521915,11/18/2015,11/17/2015,1100,,N Hollywood,1591,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,33.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,12200    VENTURA                      BL,,"(34.1434, -118.3978)"
495,151521916,11/18/2015,11/17/2015,2230,,N Hollywood,1583,330,BURGLARY FROM VEHICLE,0344,32.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,12000    HOFFMAN                      ST,,"(34.1448, -118.3926)"
496,151521917,11/18/2015,11/08/2015,1400,,N Hollywood,1525,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0444 2000,31.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,6400    RADFORD                      AV,,"(34.1867, -118.3921)"
497,151521918,11/18/2015,11/08/2015,1600,,N Hollywood,1555,888,TRESPASSING,1601,46.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,11200    KLING                        ST,,"(34.1556, -118.3751)"
498,102019318,08/27/2010,08/27/2010,1255,20.0,Olympic,2033,220,ATTEMPTED ROBBERY,0355 0432,59.0,M,W,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,220.0,,,,7TH,HARVARD,"(34.0597, -118.3042)"
499,151521921,11/18/2015,11/17/2015,2300,,N Hollywood,1583,350,"THEFT, PERSON",0344 1609,28.0,F,W,101.0,STREET,,,IC,Invest Cont,350.0,,,,12100    HOFFMAN                      ST,,"(34.1456, -118.394)"
500,151521922,11/18/2015,11/05/2015,1200,,N Hollywood,1563,354,THEFT OF IDENTITY,1822 0922,77.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4300    LEMP                         AV,,"(34.1479, -118.3845)"
501,151521926,11/18/2015,11/18/2015,1125,,N Hollywood,1502,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,48.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,745.0,,,,8100    COLDWATER CANYON             AV,,"(34.2183, -118.4144)"
502,151521927,11/18/2015,11/18/2015,1615,,N Hollywood,1527,624,BATTERY - SIMPLE ASSAULT,0444,53.0,F,W,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6100    CASE                         AV,,"(34.1813, -118.3722)"
503,102020198,09/12/2010,09/11/2010,1500,20.0,Olympic,2099,310,BURGLARY,0344 0358,39.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,2000    ELLENDALE                    PL,,"(34.0382, -118.2889)"
504,151521930,11/18/2015,11/18/2015,1200,,N Hollywood,1591,624,BATTERY - SIMPLE ASSAULT,0400 0401,49.0,M,B,403.0,DRUG STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,12100    VENTURA                      BL,,"(34.1436, -118.3953)"
505,151521931,11/18/2015,11/18/2015,2315,,N Hollywood,1504,888,TRESPASSING,0906,0.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,888.0,,,,11900    RUNNYMEDE                    ST,,"(34.2058, -118.3921)"
506,151521933,11/18/2015,11/18/2015,1800,,N Hollywood,1522,888,TRESPASSING,,36.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,888.0,,,,7100    COLDWATER CANYON             AV,,"(34.1936, -118.4166)"
507,151521935,11/18/2015,11/18/2015,2015,,N Hollywood,1519,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2001 0400 0421 0562,39.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,JA,Juv Arrest,930.0,,,,6700    CLEON                        AV,,"(34.1922, -118.3681)"
508,151521938,11/18/2015,11/17/2015,1930,,N Hollywood,1591,310,BURGLARY,0321 0400,39.0,M,W,220.0,NAIL SALON,,,AO,Adult Other,310.0,,,,12600    VENTURA                      BL,,"(34.1437, -118.4074)"
509,151521939,11/18/2015,10/09/2015,930,,N Hollywood,1583,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1608,29.0,F,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,4000    TUJUNGA                      AV,,"(34.1451, -118.3875)"
510,102026114,12/23/2010,12/21/2010,2330,20.0,Olympic,2055,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609 1302,28.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,OLYMPIC,MARIPOSA,"(34.0526, -118.2989)"
511,151521940,11/18/2015,11/16/2015,1830,,N Hollywood,1585,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0.0,M,W,210.0,RESTAURANT/FAST FOOD,,,AO,Adult Other,440.0,,,,11200    VENTURA                      BL,,"(34.143, -118.3727)"
512,151521941,11/19/2015,11/18/2015,2300,,N Hollywood,1557,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,52.0,F,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,10700    HORTENSE                     ST,,"(34.1548, -118.3637)"
513,151521942,11/19/2015,11/18/2015,1900,,N Hollywood,1545,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,11900    RIVERSIDE                    DR,,"(34.1649, -118.3921)"
514,151521943,11/18/2015,11/18/2015,1600,,N Hollywood,1529,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,64.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,6300    CLEON                        AV,,"(34.1854, -118.3681)"
515,151521944,11/18/2015,11/17/2015,1900,,N Hollywood,1514,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,27.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,6900    RADFORD                      AV,,"(34.194, -118.3943)"
516,102107119,02/27/2010,02/26/2010,2330,21.0,Topanga,2183,330,BURGLARY FROM VEHICLE,0344 1307,32.0,M,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,23100    AVENUE SAN LUIS,,"(34.1618, -118.6302)"
517,151521945,11/18/2015,11/16/2015,2000,,N Hollywood,1545,330,BURGLARY FROM VEHICLE,0344 1609,24.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,4900    LAUREL CANYON                BL,,"(34.1594, -118.3965)"
518,151521946,11/19/2015,11/19/2015,100,,N Hollywood,1596,330,BURGLARY FROM VEHICLE,0344 1609 1302,28.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,10900    FRUITLAND                    DR,,"(34.1385, -118.368)"
519,151521947,11/19/2015,11/18/2015,1900,,N Hollywood,1529,330,BURGLARY FROM VEHICLE,0344 1607 0321 0385,31.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,6200    WILLOWCREST                  AV,,"(34.1831, -118.3626)"
520,102114738,07/23/2010,07/22/2010,2100,21.0,Topanga,2133,330,BURGLARY FROM VEHICLE,0344 1300,46.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,7000    MCLAREN                      AV,,"(34.198, -118.6246)"
521,151521948,11/19/2015,11/18/2015,1500,,N Hollywood,1595,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,3900    LAUREL CANYON                BL,,"(34.141, -118.3943)"
522,151521949,11/19/2015,11/18/2015,1000,,N Hollywood,1545,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,37.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,12000    CHANDLER                     BL,,"(34.1684, -118.3943)"
523,151521950,11/18/2015,11/18/2015,1850,,N Hollywood,1565,624,BATTERY - SIMPLE ASSAULT,0416 0400,54.0,M,A,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,11300    MOORPARK                     ST,,"(34.1504, -118.3769)"
524,151521951,11/18/2015,11/18/2015,2010,,N Hollywood,1527,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,18.0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,745.0,,,,VINELAND,VICTORY,"(34.1867, -118.3703)"
525,151521952,11/19/2015,09/23/2015,800,,N Hollywood,1501,354,THEFT OF IDENTITY,1822,27.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8000    LLOYD                        AV,,"(34.2159, -118.4207)"
526,151521954,11/16/2015,11/13/2015,1400,,N Hollywood,1501,354,THEFT OF IDENTITY,1501,45.0,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,7800    MELITA                       AV,,"(34.2117, -118.4209)"
527,151521956,11/19/2015,10/15/2015,1200,,N Hollywood,1516,440,THEFT PLAIN - PETTY ($950 & UNDER),0329 0344,40.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,740.0,,,6700    FARMDALE                     AV,,"(34.1922, -118.3812)"
528,151521957,11/19/2015,11/18/2015,2330,,N Hollywood,1596,330,BURGLARY FROM VEHICLE,0344 1609,27.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,10800    FRUITLAND                    DR,,"(34.1387, -118.3658)"
529,102104851,01/15/2010,01/15/2010,1330,21.0,Topanga,2132,310,BURGLARY,0344 1601,50.0,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,7500    POMELO                       DR,,"(34.207, -118.644)"
530,111107778,03/15/2011,12/26/2010,1300,11.0,Northeast,1124,354,THEFT OF IDENTITY,0930 1822,26.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,2900 W  AVENUE 35,,"(34.1173, -118.2371)"
531,151521958,11/19/2015,11/17/2015,1200,,N Hollywood,1523,354,THEFT OF IDENTITY,0924 1822,0.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,6400    COLDWATER CANYON             AV,,"(34.1867, -118.4137)"
532,151521959,11/19/2015,11/16/2015,1200,,N Hollywood,1515,354,THEFT OF IDENTITY,0922 1822,39.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,11900    HART                         ST,,"(34.1962, -118.3911)"
533,111904028,12/31/2010,12/31/2010,1300,19.0,Mission,1907,330,BURGLARY FROM VEHICLE,0329 1300,19.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,FOOTHILL,MACLAY,"(34.2992, -118.4191)"
534,112004812,01/15/2011,12/24/2010,2100,20.0,Olympic,2015,210,ROBBERY,0334 0337 0344 0906,39.0,M,H,102.0,SIDEWALK,204.0,FOLDING KNIFE,AO,Adult Other,210.0,,,,KENMORE,BEVERLY,"(34.0763, -118.2966)"
535,151521962,11/19/2015,11/18/2015,2100,,N Hollywood,1553,510,VEHICLE - STOLEN,,0.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,12000    RIVERSIDE                    DR,,"(34.1576, -118.3943)"
536,151521963,11/19/2015,11/19/2015,1145,,N Hollywood,1548,210,ROBBERY,0325 0344 0104 0400 1402 1414 0416 0444 0378,0.0,X,X,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,998.0,,,5300    VINELAND                     AV,,"(34.167, -118.3703)"
537,151521964,11/18/2015,09/29/2015,2100,,N Hollywood,1538,928,THREATENING PHONE CALLS/LETTERS,0359,34.0,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,928.0,,,,11300    TIARA                        ST,,"(34.1785, -118.3768)"
538,151521965,11/19/2015,11/19/2015,800,,N Hollywood,1548,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,5200    HARMONY                      AV,,"(34.1649, -118.3664)"
539,151521966,11/18/2015,11/13/2015,1900,,N Hollywood,1512,210,ROBBERY,0325 0444 0344 0342 0216,0.0,M,W,248.0,CELL PHONE STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,12800    SHERMAN                      WY,,"(34.2012, -118.4116)"
540,151521967,11/18/2015,11/18/2015,1130,,N Hollywood,1545,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1814 0443,32.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,11900    WEDDINGTON                   ST,,"(34.1667, -118.3922)"
541,151521968,11/19/2015,11/16/2015,1530,,N Hollywood,1591,310,BURGLARY,1607 0344 0339,0.0,M,W,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,310.0,,,,3100    COLDWATER CANYON             AV,,"(34.1298, -118.4075)"
542,151521969,11/19/2015,11/18/2015,1900,,N Hollywood,1545,330,BURGLARY FROM VEHICLE,1302 0344 0321,28.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,11900    RIVERSIDE                    DR,,"(34.1649, -118.3921)"
543,151521970,11/19/2015,09/22/2015,2200,,N Hollywood,1555,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202,64.0,M,W,203.0,OTHER BUSINESS,,,AO,Adult Other,341.0,,,,5100    LANKERSHIM                   BL,,"(34.163, -118.3734)"
544,151521971,11/19/2015,11/17/2015,2100,,N Hollywood,1526,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,58.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,6300    LANKERSHIM                   BL,,"(34.1849, -118.3867)"
545,151521972,11/18/2015,11/17/2015,2100,,N Hollywood,1523,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,43.0,M,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,6500    BEEMAN                       AV,,"(34.189, -118.4072)"
546,151521975,11/19/2015,11/10/2015,1200,,N Hollywood,1531,354,THEFT OF IDENTITY,1822,64.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,12800    BURBANK                      BL,,"(34.1722, -118.4121)"
547,151521976,11/19/2015,11/19/2015,1440,,N Hollywood,1599,888,TRESPASSING,1501,41.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888.0,,,,6900    WOODROW WILSON               DR,,"(34.1237, -118.3552)"
548,151521981,11/19/2015,11/19/2015,830,,N Hollywood,1547,350,"THEFT, PERSON",0344,35.0,M,W,101.0,STREET,,,IC,Invest Cont,350.0,,,,5200    TUJUNGA                      AV,,"(34.1673, -118.3816)"
549,101325427,11/18/2010,11/15/2010,1800,13.0,Newton,1395,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,AVALON,68TH,"(33.9779, -118.2652)"
550,151521982,11/19/2015,11/19/2015,30,,N Hollywood,1547,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,M,O,401.0,MINI-MART,,,IC,Invest Cont,442.0,,,,11600    BURBANK                      BL,,"(34.1722, -118.3844)"
551,151521986,11/19/2015,11/18/2015,1100,,N Hollywood,1549,354,THEFT OF IDENTITY,0929 0928 0930 1822,43.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5400    FAIR                         AV,,"(34.1685, -118.3743)"
552,151521987,11/18/2015,11/18/2015,900,,N Hollywood,1583,888,TRESPASSING,,35.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,888.0,,,,12000    GUERIN                       ST,,"(34.1457, -118.3923)"
553,101416140,07/06/2010,07/04/2010,2300,14.0,Pacific,1473,330,BURGLARY FROM VEHICLE,0344,27.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,83RD,LINCOLN,"(33.9627, -118.4217)"
554,151521988,11/18/2015,11/18/2015,1440,,N Hollywood,1585,624,BATTERY - SIMPLE ASSAULT,0356,35.0,M,H,403.0,DRUG STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,10900    VENTURA                      BL,,"(34.143, -118.3727)"
555,151521989,11/18/2015,11/18/2015,1415,,N Hollywood,1535,624,BATTERY - SIMPLE ASSAULT,0416,70.0,M,W,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5900    LANKERSHIM                   BL,,"(34.178, -118.3825)"
556,151521996,11/19/2015,11/19/2015,1650,,N Hollywood,1548,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,M,O,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,5300    VINELAND                     AV,,"(34.167, -118.3703)"
557,151521997,11/19/2015,11/16/2015,1500,,N Hollywood,1599,310,BURGLARY,1606 1275 0344,35.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310.0,,,,3700    FREDONIA                     DR,,"(34.1336, -118.3619)"
558,151521998,11/19/2015,11/19/2015,1000,,N Hollywood,1513,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,0.0,M,O,110.0,FREEWAY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,HOLLYWOOD                    FY,VICTORY                      BL,"(34.1966, -118.4061)"
559,151522000,11/19/2015,11/19/2015,1930,,N Hollywood,1551,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,22.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,12200    RIVERSIDE                    DR,,"(34.1576, -118.3987)"
560,151522001,11/19/2015,10/31/2015,1,,N Hollywood,1562,354,THEFT OF IDENTITY,0930 1822,24.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,12300    LANDALE                      ST,,"(34.1522, -118.4016)"
561,151522002,11/20/2015,11/19/2015,2230,,N Hollywood,1544,310,BURGLARY,1420 0327 1607 0216 0206 1610 1402 0329,0.0,M,O,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,310.0,998.0,,,12100    MAGNOLIA                     BL,,"(34.1649, -118.3965)"
562,151522007,11/19/2015,10/12/2015,1300,,N Hollywood,1513,649,DOCUMENT FORGERY / STOLEN FELONY,0924,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,12500    SHERMAN                      WY,,"(34.2012, -118.4052)"
563,151522008,11/19/2015,11/19/2015,1715,,N Hollywood,1512,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0202 0411,40.0,M,W,103.0,ALLEY,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,12800    VANOWEN                      ST,,"(34.194, -118.4119)"
564,151522009,11/19/2015,11/05/2015,1230,,N Hollywood,1526,661,UNAUTHORIZED COMPUTER ACCESS,1309 0527 0514 0911 0533,21.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,661.0,946.0,,,11500    SYLVAN                       ST,,"(34.1849, -118.3823)"
565,151522012,11/20/2015,11/20/2015,200,,N Hollywood,1559,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0321,26.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,4600 E  CAHUENGA                     BL,,"(34.154, -118.3615)"
566,151522020,11/19/2015,11/19/2015,1430,,N Hollywood,1529,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,29.0,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,10900    VICTORY                      BL,,"(34.1867, -118.3681)"
567,151522021,11/20/2015,11/20/2015,915,,N Hollywood,1591,903,CONTEMPT OF COURT,0561,61.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,903.0,,,,11200    BRIARCLIFF                   LN,,"(34.1256, -118.3788)"
568,151522022,11/19/2015,11/19/2015,1835,,N Hollywood,1541,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0.0,M,W,403.0,DRUG STORE,,,IC,Invest Cont,440.0,,,,12500    MAGNOLIA                     BL,,"(34.1649, -118.4052)"
569,151522027,11/20/2015,11/19/2015,1300,,N Hollywood,1548,480,BIKE - STOLEN,0344,36.0,M,O,101.0,STREET,,,IC,Invest Cont,480.0,,,,5200    LANKERSHIM                   BL,,"(34.1649, -118.3746)"
570,151522029,11/19/2015,02/01/2015,1,,N Hollywood,1583,354,THEFT OF IDENTITY,0928 1822,54.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,12000    HOFFMAN                      ST,,"(34.1448, -118.3926)"
571,151522033,11/20/2015,11/20/2015,1215,,N Hollywood,1515,310,BURGLARY,1607 1402 0344,29.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,998.0,,,11800    HART                         ST,,"(34.1976, -118.39)"
572,151522034,11/20/2015,11/20/2015,1935,,N Hollywood,1555,210,ROBBERY,0400 0202 0342 1309 1313 0355 0387 0344,36.0,M,H,102.0,SIDEWALK,113.0,SIMULATED GUN,IC,Invest Cont,210.0,,,,OTSEGO                       ST,BAKMAN                       AV,"(34.163, -118.3774)"
573,151522035,11/20/2015,11/20/2015,1245,,N Hollywood,1503,310,BURGLARY,2001 1606 0906 0335 0314,19.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,,,,6700    LAUREL CANYON                BL,,"(34.2003, -118.4002)"
574,151522037,11/20/2015,11/20/2015,1250,,N Hollywood,1503,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,0906 0335,19.0,M,H,108.0,PARKING LOT,,,AA,Adult Arrest,421.0,,,,6700    LAUREL CANYON                BL,,"(34.2003, -118.4002)"
575,151522038,11/20/2015,11/20/2015,1250,,N Hollywood,1503,320,"BURGLARY, ATTEMPTED",1606 0906 0314,32.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,320.0,,,,6700    LAUREL CANYON                BL,,"(34.2003, -118.4002)"
576,151522039,11/20/2015,11/20/2015,1255,,N Hollywood,1503,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,0906 0335,26.0,F,H,108.0,PARKING LOT,,,AA,Adult Arrest,421.0,,,,6600    LAUREL CANYON                BL,,"(34.2003, -118.4002)"
577,151522043,11/20/2015,11/16/2015,1945,,N Hollywood,1524,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,12100    VICTORY                      BL,,"(34.1867, -118.3965)"
578,151522048,11/20/2015,11/20/2015,2015,,N Hollywood,1546,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0.0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,HUSTON                       ST,WESTPARK                     AV,"(34.1595, -118.3834)"
579,151522049,11/19/2015,11/19/2015,1800,,N Hollywood,1595,310,BURGLARY,1606 0344 0352,62.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,3700    REKLAW                       DR,,"(34.1382, -118.3891)"
580,151522050,11/20/2015,11/06/2015,1710,,N Hollywood,1505,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,M,O,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442.0,,,,11600    SHERMAN                      WY,,"(34.2012, -118.3845)"
581,151522051,11/20/2015,11/20/2015,1800,,N Hollywood,1567,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,M,O,248.0,CELL PHONE STORE,,,IC,Invest Cont,442.0,,,,4400    LANKERSHIM                   BL,,"(34.1504, -118.3658)"
582,151522054,11/21/2015,11/20/2015,2000,,N Hollywood,1562,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,4600    COLDWATER CANYON             AV,,"(34.154, -118.4138)"
583,151522055,11/20/2015,11/20/2015,930,,N Hollywood,1522,946,OTHER MISCELLANEOUS CRIME,0100,40.0,F,W,721.0,HIGH SCHOOL,,,IC,Invest Cont,946.0,,,,6400    COLDWATER CANYON             AV,,"(34.1936, -118.4166)"
